fullname,id,location,size,center_lat,center_lon,top_left_lat,top_left_lon,lower_right_lat,lower_right_lon,left_x,right_x,lower_y,top_y,startdate,enddate
221-chukchi_east_siberian_seas-100km-20140427-20140428,221,chukchi_east_siberian_seas,100km,75.69185601903224,152.2717425776809,75.11999,153.43495,76.25808,151.01118,-512500.0,-412500.0,1437500.0,1537500.0,2014-04-27,2014-04-28
222-chukchi_east_siberian_seas-100km-20140511-20140512,222,chukchi_east_siberian_seas,100km,76.03546416302942,146.86439045128114,75.49263,148.26648,76.56994,145.34868,-362500.0,-262500.0,1437500.0,1537500.0,2014-05-11,2014-05-12
223-chukchi_east_siberian_seas-100km-20140808-20140809,223,chukchi_east_siberian_seas,100km,73.15462423928713,-172.2596588411621,72.52145,-172.5457,73.78835,-171.95094,-1512500.0,-1412500.0,1062500.0,1162500.0,2014-08-08,2014-08-09
225-chukchi_east_siberian_seas-100km-20150630-20150701,225,chukchi_east_siberian_seas,100km,75.10248262521975,150.64224645720873,74.53986,151.82141,75.65906,149.37,-487500.0,-387500.0,1512500.0,1612500.0,2015-06-30,2015-07-01
226-chukchi_east_siberian_seas-100km-20160525-20160526,226,chukchi_east_siberian_seas,100km,75.49262615378512,148.26648084658368,74.94246,149.56576,76.03546,146.86439,-412500.0,-312500.0,1487500.0,1587500.0,2016-05-25,2016-05-26
229-chukchi_east_siberian_seas-100km-20170417-20170418,229,chukchi_east_siberian_seas,100km,70.34470455681678,174.33629374197946,69.71382,174.51641,70.97654,174.14399,-1412500.0,-1312500.0,1612500.0,1712500.0,2017-04-17,2017-04-18
447-chukchi_east_siberian_seas-100km-20180422-20180423,447,chukchi_east_siberian_seas,100km,75.82015542618574,150.49927537650083,75.25725,151.74197,76.37656,149.15341,-462500.0,-362500.0,1437500.0,1537500.0,2018-04-22,2018-04-23
232-chukchi_east_siberian_seas-100km-20180809-20180810,232,chukchi_east_siberian_seas,100km,75.51782426482085,176.14319901441013,74.87687,176.30861,76.15952,175.96229,-1087500.0,-987500.0,1137500.0,1237500.0,2018-08-09,2018-08-10
234-chukchi_east_siberian_seas-100km-20180828-20180829,234,chukchi_east_siberian_seas,100km,77.2378149436017,-173.418055344822,76.59725,-173.73651,77.87872,-173.06565,-1137500.0,-1037500.0,812500.0,912500.0,2018-08-28,2018-08-29
238-chukchi_east_siberian_seas-100km-20190615-20190616,238,chukchi_east_siberian_seas,100km,76.1935547516979,154.94238458169698,75.60819,156.03751,76.77416,153.74976,-562500.0,-462500.0,1362500.0,1462500.0,2019-06-15,2019-06-16
240-chukchi_east_siberian_seas-100km-20200303-20200304,240,chukchi_east_siberian_seas,100km,73.34954438997262,148.94059117029002,72.79881,150.05432,73.89438,147.75003,-487500.0,-387500.0,1712500.0,1812500.0,2020-03-03,2020-03-04
241-chukchi_east_siberian_seas-100km-20200330-20200331,241,chukchi_east_siberian_seas,100km,70.56254646642313,168.97046877601952,69.9396,169.32364,71.18584,168.59345,-1237500.0,-1137500.0,1712500.0,1812500.0,2020-03-30,2020-03-31
244-chukchi_east_siberian_seas-100km-20220520-20220521,244,chukchi_east_siberian_seas,100km,75.53945903477262,151.13284053048537,74.97363,152.32792,76.09923,149.83994,-487500.0,-387500.0,1462500.0,1562500.0,2022-05-20,2022-05-21
245-greenland_sea-100km-20030807-20030808,245,greenland_sea,100km,79.55205034437945,4.467159061389275,80.19782,4.76364,78.90667,4.20536,812500.0,912500.0,-787500.0,-687500.0,2003-08-07,2003-08-08
247-greenland_sea-100km-20040623-20040624,247,greenland_sea,100km,79.58235715188954,0.8951737102110717,80.23017,0.95484,78.93517,0.84252,762500.0,862500.0,-837500.0,-737500.0,2004-06-23,2004-06-24
255-greenland_sea-100km-20050919-20050920,255,greenland_sea,100km,76.1784176523337,-19.925580658184323,76.78208,-20.8858,75.57197,-19.04662,587500.0,687500.0,-1412500.0,-1312500.0,2005-09-19,2005-09-20
256-greenland_sea-100km-20060616-20060617,256,greenland_sea,100km,80.76347686311696,-9.13017648227869,81.4036,-9.8193,80.12275,-8.53077,537500.0,637500.0,-862500.0,-762500.0,2006-06-16,2006-06-17
258-greenland_sea-100km-20090314-20090315,258,greenland_sea,100km,77.5329599885405,12.042575142884989,78.1637,12.69958,76.90148,11.44934,1087500.0,1187500.0,-787500.0,-687500.0,2009-03-14,2009-03-15
261-greenland_sea-100km-20100728-20100729,261,greenland_sea,100km,76.64418678475745,-9.806092759897089,77.27896,-10.30485,76.0093,-9.35298,787500.0,887500.0,-1237500.0,-1137500.0,2010-07-28,2010-07-29
263-greenland_sea-100km-20120406-20120407,263,greenland_sea,100km,77.76663966021515,-4.573921259900861,78.41047,-4.83042,77.12334,-4.34324,812500.0,912500.0,-1062500.0,-962500.0,2012-04-06,2012-04-07
270-greenland_sea-100km-20120508-20120509,270,greenland_sea,100km,76.8735186283378,21.80140948635181,77.47001,22.90577,76.27331,20.79411,1262500.0,1362500.0,-612500.0,-512500.0,2012-05-08,2012-05-09
273-greenland_sea-100km-20130521-20130522,273,greenland_sea,100km,77.47838283313693,-1.4878675288277772,78.12382,-1.56935,76.83368,-1.41442,887500.0,987500.0,-1037500.0,-937500.0,2013-05-21,2013-05-22
275-greenland_sea-100km-20150405-20150406,275,greenland_sea,100km,76.27711842801723,16.50436138175503,76.89348,17.31165,75.65906,15.76718,1262500.0,1362500.0,-762500.0,-662500.0,2015-04-05,2015-04-06
276-greenland_sea-100km-20150430-20150501,276,greenland_sea,100km,76.5582575023497,-7.640406761026755,77.19681,-8.02724,75.91996,-7.28895,837500.0,937500.0,-1212500.0,-1112500.0,2015-04-30,2015-05-01
277-greenland_sea-100km-20150513-20150514,277,greenland_sea,100km,77.95694517206176,-2.3215305898327165,78.6026,-2.45403,77.31197,-2.2026,837500.0,937500.0,-1012500.0,-912500.0,2015-05-13,2015-05-14
279-greenland_sea-100km-20160811-20160812,279,greenland_sea,100km,79.74039879126664,-1.8183029644518331,80.3881,-1.94149,79.09329,-1.70981,712500.0,812500.0,-862500.0,-762500.0,2016-08-11,2016-08-12
281-greenland_sea-100km-20170805-20170806,281,greenland_sea,100km,78.71389489924283,-15.037815903582244,79.33743,-15.9454,78.08849,-14.22596,562500.0,662500.0,-1112500.0,-1012500.0,2017-08-05,2017-08-06
283-greenland_sea-100km-20180610-20180611,283,greenland_sea,100km,72.3157169715812,-20.92450174492116,72.91049,-21.70054,71.71889,-20.19981,737500.0,837500.0,-1812500.0,-1712500.0,2018-06-10,2018-06-11
286-greenland_sea-100km-20200318-20200319,286,greenland_sea,100km,75.87551184467547,17.39332214691204,76.48837,18.2171,75.26079,16.63881,1312500.0,1412500.0,-762500.0,-662500.0,2020-03-18,2020-03-19
287-greenland_sea-100km-20210921-20210922,287,greenland_sea,100km,81.98975669936368,-4.666858371438994,82.63735,-5.07961,81.34231,-4.31603,512500.0,612500.0,-712500.0,-612500.0,2021-09-21,2021-09-22
288-greenland_sea-100km-20220316-20220317,288,greenland_sea,100km,76.8735186283378,21.80140948635181,77.47001,22.90577,76.27331,20.79411,1262500.0,1362500.0,-612500.0,-512500.0,2022-03-16,2022-03-17
290-greenland_sea-100km-20220723-20220724,290,greenland_sea,100km,78.41046704435409,-4.830419958289938,79.05474,-5.11731,77.76664,-4.57392,762500.0,862500.0,-1012500.0,-912500.0,2022-07-23,2022-07-24
291-greenland_sea-100km-20220728-20220729,291,greenland_sea,100km,77.09488198221362,-16.837472625676384,77.71099,-17.71579,76.47676,-16.03994,612500.0,712500.0,-1287500.0,-1187500.0,2022-07-28,2022-07-29
292-greenland_sea-100km-20220919-20220920,292,greenland_sea,100km,79.37206285945503,-11.481991354748091,80.00595,-12.22512,78.73722,-10.82301,587500.0,687500.0,-1012500.0,-912500.0,2022-09-19,2022-09-20
456-hudson_bay-100km-20040626-20040627,456,hudson_bay,100km,63.989106575456034,-88.23217294414394,64.0006,-89.64633,63.96231,-86.82017,-2012500.0,-1912500.0,-2137500.0,-2037500.0,2004-06-26,2004-06-27
296-hudson_bay-100km-20040706-20040707,296,hudson_bay,100km,56.42190772930193,-77.99979032811471,56.54129,-79.06315,56.29176,-76.94475,-2087500.0,-1987500.0,-3187500.0,-3087500.0,2004-07-06,2004-07-07
298-hudson_bay-100km-20050409-20050410,298,hudson_bay,100km,57.853009793119355,-91.98470311215355,57.82611,-93.11699,57.86797,-90.85086,-2662500.0,-2562500.0,-2487500.0,-2387500.0,2005-04-09,2005-04-10
300-hudson_bay-100km-20050613-20050614,300,hudson_bay,100km,63.55458436339211,-84.08193964789238,63.61105,-85.46774,63.48326,-82.70305,-1887500.0,-1787500.0,-2312500.0,-2212500.0,2005-06-13,2005-06-14
301-hudson_bay-100km-20060329-20060330,301,hudson_bay,100km,63.88590190558919,-76.13453331251938,64.02745,-77.50959,63.73006,-74.77557,-1537500.0,-1437500.0,-2512500.0,-2412500.0,2006-03-29,2006-03-30
302-hudson_bay-100km-20060403-20060404,302,hudson_bay,100km,63.95847899545511,-76.820131910619,64.09278,-78.20275,63.80975,-75.45296,-1562500.0,-1462500.0,-2487500.0,-2387500.0,2006-04-03,2006-04-04
453-hudson_bay-100km-20060718-20060719,453,hudson_bay,100km,65.03977915969801,-86.30861401354872,65.07191,-87.78321,64.99167,-84.8389,-1862500.0,-1762500.0,-2112500.0,-2012500.0,2006-07-18,2006-07-19
311-hudson_bay-100km-20070428-20070429,311,hudson_bay,100km,58.31153967621843,-91.72698775048764,58.28721,-92.87677,58.32371,-90.57582,-2612500.0,-2512500.0,-2462500.0,-2362500.0,2007-04-28,2007-04-29
318-hudson_bay-100km-20080813-20080814,318,hudson_bay,100km,65.85750453306764,-83.11174172300531,65.92427,-84.63226,65.77434,-81.60091,-1687500.0,-1587500.0,-2137500.0,-2037500.0,2008-08-13,2008-08-14
319-hudson_bay-100km-20090605-20090606,319,hudson_bay,100km,60.5258812849436,-78.75095568532569,60.6389,-79.97396,60.40017,-77.53824,-1862500.0,-1762500.0,-2762500.0,-2662500.0,2009-06-05,2009-06-06
320-hudson_bay-100km-20090615-20090616,320,hudson_bay,100km,58.31610451313179,-78.40782458970894,58.43201,-79.54009,58.18859,-77.28466,-1987500.0,-1887500.0,-2987500.0,-2887500.0,2009-06-15,2009-06-16
455-hudson_bay-100km-20100524-20100525,455,hudson_bay,100km,58.970952927197125,-82.32758840022045,59.04596,-83.49694,58.88372,-81.16463,-2137500.0,-2037500.0,-2787500.0,-2687500.0,2010-05-24,2010-05-25
452-hudson_bay-100km-20100812-20100813,452,hudson_bay,100km,65.36933163048317,-87.00686799402092,65.39379,-88.50241,65.32863,-85.51539,-1862500.0,-1762500.0,-2062500.0,-1962500.0,2010-08-12,2010-08-13
324-hudson_bay-100km-20110323-20110324,324,hudson_bay,100km,65.33269660448441,-82.13393162710312,65.41011,-83.61844,65.23935,-80.65997,-1687500.0,-1587500.0,-2212500.0,-2112500.0,2011-03-23,2011-03-24
325-hudson_bay-100km-20110327-20110328,325,hudson_bay,100km,64.21239146311544,-77.78068707678064,64.33653,-79.18217,64.07354,-76.3939,-1587500.0,-1487500.0,-2437500.0,-2337500.0,2011-03-27,2011-03-28
454-hudson_bay-100km-20130426-20130427,454,hudson_bay,100km,63.09669372294096,-76.21214708367323,63.2372,-77.54565,62.94237,-74.8937,-1587500.0,-1487500.0,-2587500.0,-2487500.0,2013-04-26,2013-04-27
329-hudson_bay-100km-20130510-20130511,329,hudson_bay,100km,65.68322733009332,-82.78097917513034,65.7536,-84.28941,65.59661,-81.28254,-1687500.0,-1587500.0,-2162500.0,-2062500.0,2013-05-10,2013-05-11
330-hudson_bay-100km-20150720-20150721,330,hudson_bay,100km,56.47584750128901,-79.91346831534622,56.57549,-80.98494,56.36524,-78.84907,-2187500.0,-2087500.0,-3112500.0,-3012500.0,2015-07-20,2015-07-21
334-hudson_bay-100km-20170716-20170717,334,hudson_bay,100km,64.49461435894949,-81.30869246411515,64.58096,-82.74028,64.393,-79.88796,-1712500.0,-1612500.0,-2312500.0,-2212500.0,2017-07-16,2017-07-17
339-hudson_bay-100km-20200509-20200510,339,hudson_bay,100km,62.76903867302275,-83.92041104216152,62.82728,-85.26442,62.69644,-82.58309,-1937500.0,-1837500.0,-2387500.0,-2287500.0,2020-05-09,2020-05-10
340-hudson_bay-100km-20210518-20210519,340,hudson_bay,100km,62.30459183704782,-81.35457746574639,62.39032,-82.66888,62.20496,-80.04937,-1862500.0,-1762500.0,-2512500.0,-2412500.0,2021-05-18,2021-05-19
345-laptev_sea-100km-20040602-20040603,345,laptev_sea,100km,75.15856632578773,131.0090869015702,74.72954,132.84704,75.57197,129.06258,62500.0,162500.0,1562500.0,1662500.0,2004-06-02,2004-06-03
347-laptev_sea-100km-20040923-20040924,347,laptev_sea,100km,73.54374896880623,108.97040780848654,73.32466,111.07749,73.7404,106.80869,737500.0,837500.0,1562500.0,1662500.0,2004-09-23,2004-09-24
348-laptev_sea-100km-20060806-20060807,348,laptev_sea,100km,77.92646285580558,134.4543424065843,77.46582,136.57655,78.36972,132.16589,-37500.0,62500.0,1262500.0,1362500.0,2006-08-06,2006-08-07
351-laptev_sea-100km-20070405-20070406,351,laptev_sea,100km,74.36255839783523,126.988768387144,73.96871,128.84084,74.73977,125.04193,187500.0,287500.0,1637500.0,1737500.0,2007-04-05,2007-04-06
352-laptev_sea-100km-20070504-20070505,352,laptev_sea,100km,76.77416431399567,137.48955292199915,76.29237,139.32506,77.24192,135.51616,-112500.0,-12500.0,1387500.0,1487500.0,2007-05-04,2007-05-05
353-laptev_sea-100km-20070712-20070713,353,laptev_sea,100km,78.06206368404492,142.1934700552955,77.54559,144.02761,78.56575,140.19443,-212500.0,-112500.0,1237500.0,1337500.0,2007-07-12,2007-07-13
360-laptev_sea-100km-20080330-20080331,360,laptev_sea,100km,77.71099327658386,107.71579270637694,77.49934,110.55605,77.89172,104.78273,562500.0,662500.0,1137500.0,1237500.0,2008-03-30,2008-03-31
361-laptev_sea-100km-20080508-20080509,361,laptev_sea,100km,77.59624115475634,100.57352341856092,77.46164,103.49573,77.69819,97.59464,712500.0,812500.0,1062500.0,1162500.0,2008-05-08,2008-05-09
362-laptev_sea-100km-20080601-20080602,362,laptev_sea,100km,76.26949993393502,115.95876926156066,75.97573,118.34569,76.53881,113.47099,437500.0,537500.0,1362500.0,1462500.0,2008-06-01,2008-06-02
363-laptev_sea-100km-20080720-20080721,363,laptev_sea,100km,75.57197451740649,129.0625839005185,75.15857,131.00909,75.96828,127.00253,112500.0,212500.0,1512500.0,1612500.0,2008-07-20,2008-07-21
371-laptev_sea-100km-20110324-20110325,371,laptev_sea,100km,78.08849234046849,104.2259638987518,77.91342,107.21607,78.23048,101.15466,612500.0,712500.0,1062500.0,1162500.0,2011-03-24,2011-03-25
372-laptev_sea-100km-20110514-20110515,372,laptev_sea,100km,77.40738052640897,101.16488017754858,77.2666,104.03624,77.51614,98.23562,712500.0,812500.0,1087500.0,1187500.0,2011-05-14,2011-05-15
377-laptev_sea-100km-20130904-20130905,377,laptev_sea,100km,77.59624115475634,100.57352341856092,77.46164,103.49573,77.69819,97.59464,712500.0,812500.0,1062500.0,1162500.0,2013-09-04,2013-09-05
378-laptev_sea-100km-20140301-20140302,378,laptev_sea,100km,78.3246157508427,108.68735150521118,78.10173,111.65599,78.51527,105.61099,512500.0,612500.0,1087500.0,1187500.0,2014-03-01,2014-03-02
379-laptev_sea-100km-20140403-20140404,379,laptev_sea,100km,74.39251730726141,127.822754149145,73.99141,129.65694,74.77734,125.89267,162500.0,262500.0,1637500.0,1737500.0,2014-04-03,2014-04-04
381-laptev_sea-100km-20160402-20160403,381,laptev_sea,100km,79.02592398285043,105.47863816541836,78.83575,108.69898,79.18053,102.15494,537500.0,637500.0,987500.0,1087500.0,2016-04-02,2016-04-03
382-laptev_sea-100km-20160904-20160905,382,laptev_sea,100km,79.75068045859918,136.93058744116698,79.26849,139.30447,80.21398,134.32596,-87500.0,12500.0,1062500.0,1162500.0,2016-09-04,2016-09-05
385-laptev_sea-100km-20180601-20180602,385,laptev_sea,100km,76.20870908720792,147.99461679191654,75.65906,149.37,76.75043,146.50482,-387500.0,-287500.0,1412500.0,1512500.0,2018-06-01,2018-06-02
386-laptev_sea-100km-20180720-20180721,386,laptev_sea,100km,73.88148747666128,143.59122543222762,73.362,144.91653,74.39252,142.17725,-312500.0,-212500.0,1687500.0,1787500.0,2018-07-20,2018-07-21
387-laptev_sea-100km-20190816-20190817,387,laptev_sea,100km,79.14166589836378,119.63838368815136,78.80751,122.53507,79.44668,116.56505,262500.0,362500.0,1087500.0,1187500.0,2019-08-16,2019-08-17
389-laptev_sea-100km-20210807-20210808,389,laptev_sea,100km,79.93234417477997,140.9061411137705,79.42175,143.1301,80.42662,138.44739,-162500.0,-62500.0,1037500.0,1137500.0,2021-08-07,2021-08-08
466-sea_of_okhostk-100km-20040421-20040422,466,sea_of_okhostk,100km,55.31702709953958,142.6068677719718,54.84152,143.23324,55.7897,141.96205,-562500.0,-462500.0,3787500.0,3887500.0,2004-04-21,2004-04-22
458-sea_of_okhostk-100km-20050606-20050607,458,sea_of_okhostk,100km,55.3034061342606,139.25688440821506,54.84956,139.93024,55.75369,138.56464,-337500.0,-237500.0,3812500.0,3912500.0,2005-06-06,2005-06-07
462-sea_of_okhostk-100km-20070315-20070316,462,sea_of_okhostk,100km,54.674582484079735,145.02899806150847,54.18616,145.60867,55.16079,144.43206,-737500.0,-637500.0,3837500.0,3937500.0,2007-03-15,2007-03-16
401-sea_of_okhostk-100km-20090524-20090525,401,sea_of_okhostk,100km,58.32371433262955,153.434948822922,57.78133,153.94086,58.86507,152.91052,-1162500.0,-1062500.0,3287500.0,3387500.0,2009-05-24,2009-05-25
460-sea_of_okhostk-100km-20090608-20090609,460,sea_of_okhostk,100km,55.3647529767199,137.4090813744723,54.92335,138.10886,55.80217,136.6902,-212500.0,-112500.0,3812500.0,3912500.0,2009-06-08,2009-06-09
459-sea_of_okhostk-100km-20090618-20090619,459,sea_of_okhostk,100km,54.49142467910185,138.43002844006176,54.04516,139.0983,54.9341,137.7437,-287500.0,-187500.0,3912500.0,4012500.0,2009-06-18,2009-06-19
402-sea_of_okhostk-100km-20100308-20100309,402,sea_of_okhostk,100km,54.38710559023557,147.5092994431321,53.88543,148.04774,54.8871,146.95448,-912500.0,-812500.0,3837500.0,3937500.0,2010-03-08,2010-03-09
403-sea_of_okhostk-100km-20100417-20100418,403,sea_of_okhostk,100km,53.98012171353733,145.5432463946863,53.4906,146.10383,54.46762,144.9662,-787500.0,-687500.0,3912500.0,4012500.0,2010-04-17,2010-04-18
457-sea_of_okhostk-100km-20110504-20110505,457,sea_of_okhostk,100km,58.58991722765379,154.47421405230625,58.0421,154.96587,59.13687,153.96423,-1212500.0,-1112500.0,3237500.0,3337500.0,2011-05-04,2011-05-05
464-sea_of_okhostk-100km-20130429-20130430,464,sea_of_okhostk,100km,59.72775118335316,155.73095547282662,59.17144,156.21797,60.28329,155.22486,-1237500.0,-1137500.0,3087500.0,3187500.0,2013-04-29,2013-04-30
418-sea_of_okhostk-100km-20130614-20130615,418,sea_of_okhostk,100km,54.6399834375134,139.89909245378772,54.18354,140.5505,55.09313,139.22961,-387500.0,-287500.0,3887500.0,3987500.0,2013-06-14,2013-06-15
463-sea_of_okhostk-100km-20140308-20140309,463,sea_of_okhostk,100km,52.52351689452783,148.58185243592965,52.02142,149.07697,53.02437,148.07232,-1037500.0,-937500.0,4037500.0,4137500.0,2014-03-08,2014-03-09
422-sea_of_okhostk-100km-20140312-20140313,422,sea_of_okhostk,100km,52.82149428937873,147.99461679191654,52.32164,148.50232,53.31996,147.4721,-987500.0,-887500.0,4012500.0,4112500.0,2014-03-12,2014-03-13
461-sea_of_okhostk-100km-20140605-20140606,461,sea_of_okhostk,100km,54.09469089696672,137.67542665602912,53.65456,138.34579,54.53114,136.98738,-237500.0,-137500.0,3962500.0,4062500.0,2014-06-05,2014-06-06
465-sea_of_okhostk-100km-20150312-20150313,465,sea_of_okhostk,100km,57.66080433087346,156.83839836404928,57.10542,157.27372,58.21586,156.38705,-1387500.0,-1287500.0,3287500.0,3387500.0,2015-03-12,2015-03-13
431-sea_of_okhostk-100km-20160331-20160401,431,sea_of_okhostk,100km,55.785541738957754,144.61659157004993,55.2966,145.22217,56.272,143.99244,-687500.0,-587500.0,3712500.0,3812500.0,2016-03-31,2016-04-01
432-sea_of_okhostk-100km-20170428-20170429,432,sea_of_okhostk,100km,56.16221886297233,138.99091309842976,55.70806,139.6859,56.61259,138.27598,-312500.0,-212500.0,3712500.0,3812500.0,2017-04-28,2017-04-29
433-sea_of_okhostk-100km-20170523-20170524,433,sea_of_okhostk,100km,59.60112799780936,155.18286912757316,59.04752,155.67811,60.15388,154.6684,-1212500.0,-1112500.0,3112500.0,3212500.0,2017-05-23,2017-05-24
435-sea_of_okhostk-100km-20190427-20190428,435,sea_of_okhostk,100km,58.44424237701525,143.82386194304044,57.95339,144.49538,58.93197,143.1301,-587500.0,-487500.0,3412500.0,3512500.0,2019-04-27,2019-04-28
439-sea_of_okhostk-100km-20210405-20210406,439,sea_of_okhostk,100km,55.93280920132567,148.89906309275082,55.4194,149.44131,56.44461,148.33925,-962500.0,-862500.0,3637500.0,3737500.0,2021-04-05,2021-04-06
440-sea_of_okhostk-100km-20220524-20220525,440,sea_of_okhostk,100km,54.18353883231012,140.55049978958294,53.72401,141.18439,54.63998,139.89909,-437500.0,-337500.0,3937500.0,4037500.0,2022-05-24,2022-05-25
